Trade_ID,Ticker,Direction,Strategy_Type,Created_At,Entry_Low,Entry_High,Stop_Loss,Target,Context,Risk_Profile,Risk_Factor,Status,Entry_Price,Entry_Date,Exit_Price,Exit_Date,Max_Runup_Pct,Max_Drawdown_Pct,Realized_PnL_Pct,Days_In_Trade
NVDA_1765441234,NVDA,LONG,Index Screener (Auto),2025-12-11T03:20:34.479911,177.84,182.13,167.93,242.52,"
📌 **AI-Enhanced Trade Idea — NVDA**

### 🔍 Trend Assessment
**Sideways / Above LT Trend**

### 🎯 Entry Zone (ATR-Adjusted Pullback)
- **$177.84 – $182.13**

### 🛑 Stop Loss (Risk Control)
- **$167.93**

### 🎯 Profit Target (7–45 days)
- **$242.52**
(Expected return: ~32.0%)

---

### 📊 Technical Summary
- ATR(14): **6.61**
- Support: **$176.99**
- Resistance: **$207.03**
- EMA20 / EMA50 / EMA200:  
  **184.01 / 184.37 / 169.64**


### 📝 Additional Context
1Y Return 31.96%, 6M Return 26.76%, Score 41.59",Balanced,5,OPEN,,,,,,,,
JNJ_1765441235,JNJ,LONG,Index Screener (Auto),2025-12-11T03:20:35.059762,203.61,205.73,198.72,299.81,"
📌 **AI-Enhanced Trade Idea — JNJ**

### 🔍 Trend Assessment
**Strong Uptrend**

### 🎯 Entry Zone (ATR-Adjusted Pullback)
- **$203.61 – $205.73**

### 🛑 Stop Loss (Risk Control)
- **$198.72**

### 🎯 Profit Target (7–45 days)
- **$299.81**
(Expected return: ~45.2%)

---

### 📊 Technical Summary
- ATR(14): **3.26**
- Support: **$184.83**
- Resistance: **$207.56**
- EMA20 / EMA50 / EMA200:  
  **200.95 / 193.93 / 174.48**


### 📝 Additional Context
1Y Return 45.16%, 6M Return 33.65%, Score 40.65",Balanced,5,OPEN,,,,,,,,
AAPL_1765441235,AAPL,LONG,Index Screener (Auto),2025-12-11T03:20:35.594293,274.23,277.51,266.64,316.72,"
📌 **AI-Enhanced Trade Idea — AAPL**

### 🔍 Trend Assessment
**Strong Uptrend**

### 🎯 Entry Zone (ATR-Adjusted Pullback)
- **$274.23 – $277.51**

### 🛑 Stop Loss (Risk Control)
- **$266.64**

### 🎯 Profit Target (7–45 days)
- **$316.72**
(Expected return: ~13.6%)

---

### 📊 Technical Summary
- ATR(14): **5.06**
- Support: **$266.25**
- Resistance: **$286.19**
- EMA20 / EMA50 / EMA200:  
  **276.07 / 266.50 / 234.41**


### 📝 Additional Context
1Y Return 13.61%, 6M Return 40.24%, Score 39.43",Balanced,5,OPEN,,,,,,,,
WMT_1765441236,WMT,LONG,Index Screener (Auto),2025-12-11T03:20:36.044139,110.68,112.49,106.51,136.21,"
📌 **AI-Enhanced Trade Idea — WMT**

### 🔍 Trend Assessment
**Strong Uptrend**

### 🎯 Entry Zone (ATR-Adjusted Pullback)
- **$110.68 – $112.49**

### 🛑 Stop Loss (Risk Control)
- **$106.51**

### 🎯 Profit Target (7–45 days)
- **$136.21**
(Expected return: ~20.4%)

---

### 📊 Technical Summary
- ATR(14): **2.78**
- Support: **$100.61**
- Resistance: **$115.11**
- EMA20 / EMA50 / EMA200:  
  **109.82 / 106.39 / 100.91**


### 📝 Additional Context
1Y Return 20.35%, 6M Return 19.63%, Score 34.31",Balanced,5,OPEN,,,,,,,,
XOM_1765441236,XOM,LONG,Index Screener (Auto),2025-12-11T03:20:36.489575,117.5,118.97,114.09,132.37,"
📌 **AI-Enhanced Trade Idea — XOM**

### 🔍 Trend Assessment
**Strong Uptrend**

### 🎯 Entry Zone (ATR-Adjusted Pullback)
- **$117.5 – $118.97**

### 🛑 Stop Loss (Risk Control)
- **$114.09**

### 🎯 Profit Target (7–45 days)
- **$132.37**
(Expected return: ~10.7%)

---

### 📊 Technical Summary
- ATR(14): **2.27**
- Support: **$112.69**
- Resistance: **$119.54**
- EMA20 / EMA50 / EMA200:  
  **116.68 / 115.07 / 111.15**


### 📝 Additional Context
1Y Return 10.73%, 6M Return 10.92%, Score 31.03",Balanced,5,OPEN,,,,,,,,
MSFT_1765441236,MSFT,LONG,Index Screener (Auto),2025-12-11T03:20:36.863703,472.12,476.08,457.26,540.54,"
📌 **AI-Enhanced Trade Idea — MSFT**

### 🔍 Trend Assessment
**Weak / Downtrend**

### 🎯 Entry Zone (ATR-Adjusted Pullback)
- **$472.12 – $476.08**

### 🛑 Stop Loss (Risk Control)
- **$457.26**

### 🎯 Profit Target (7–45 days)
- **$540.54**
(Expected return: ~7.4%)

---

### 📊 Technical Summary
- ATR(14): **9.91**
- Support: **$472.12**
- Resistance: **$540.54**
- EMA20 / EMA50 / EMA200:  
  **489.61 / 498.74 / 495.10**


### 📝 Additional Context
1Y Return 7.37%, 6M Return 0.29%, Score 28.85",Balanced,5,OPEN,,,,,,,,
HD_1765441237,HD,LONG,Index Screener (Auto),2025-12-11T03:20:37.290598,343.31,348.96,330.28,380.62,"
📌 **AI-Enhanced Trade Idea — HD**

### 🔍 Trend Assessment
**Weak / Downtrend**

### 🎯 Entry Zone (ATR-Adjusted Pullback)
- **$343.31 – $348.96**

### 🛑 Stop Loss (Risk Control)
- **$330.28**

### 🎯 Profit Target (7–45 days)
- **$380.62**
(Expected return: ~-14.6%)

---

### 📊 Technical Summary
- ATR(14): **8.69**
- Support: **$330.24**
- Resistance: **$380.62**
- EMA20 / EMA50 / EMA200:  
  **353.60 / 365.37 / 370.50**


### 📝 Additional Context
1Y Return -14.59%, 6M Return -2.14%, Score 25.01",Balanced,5,OPEN,,,,,,,,
UNH_1765441237,UNH,LONG,Index Screener (Auto),2025-12-11T03:20:37.673675,320.92,326.3,308.5,352.89,"
📌 **AI-Enhanced Trade Idea — UNH**

### 🔍 Trend Assessment
**Sideways / Above LT Trend**

### 🎯 Entry Zone (ATR-Adjusted Pullback)
- **$320.92 – $326.3**

### 🛑 Stop Loss (Risk Control)
- **$308.5**

### 🎯 Profit Target (7–45 days)
- **$352.89**
(Expected return: ~-36.9%)

---

### 📊 Technical Summary
- ATR(14): **8.28**
- Support: **$307.03**
- Resistance: **$352.89**
- EMA20 / EMA50 / EMA200:  
  **326.60 / 329.28 / 316.65**


### 📝 Additional Context
1Y Return -36.94%, 6M Return 5.19%, Score 24.73",Balanced,5,OPEN,,,,,,,,
MA_1765441238,MA,LONG,Index Screener (Auto),2025-12-11T03:20:38.049259,529.71,536.32,514.47,561.23,"
📌 **AI-Enhanced Trade Idea — MA**

### 🔍 Trend Assessment
**Weak / Downtrend**

### 🎯 Entry Zone (ATR-Adjusted Pullback)
- **$529.71 – $536.32**

### 🛑 Stop Loss (Risk Control)
- **$514.47**

### 🎯 Profit Target (7–45 days)
- **$561.23**
(Expected return: ~1.4%)

---

### 📊 Technical Summary
- ATR(14): **10.16**
- Support: **$527.58**
- Resistance: **$561.23**
- EMA20 / EMA50 / EMA200:  
  **544.72 / 553.16 / 569.83**


### 📝 Additional Context
1Y Return 1.4%, 6M Return -8.31%, Score 24.3",Balanced,5,OPEN,,,,,,,,
V_1765441238,V,LONG,Index Screener (Auto),2025-12-11T03:20:38.417956,321.18,324.44,313.46,344.35,"
📌 **AI-Enhanced Trade Idea — V**

### 🔍 Trend Assessment
**Weak / Downtrend**

### 🎯 Entry Zone (ATR-Adjusted Pullback)
- **$321.18 – $324.44**

### 🛑 Stop Loss (Risk Control)
- **$313.46**

### 🎯 Profit Target (7–45 days)
- **$344.35**
(Expected return: ~4.5%)

---

### 📊 Technical Summary
- ATR(14): **5.15**
- Support: **$321.18**
- Resistance: **$344.35**
- EMA20 / EMA50 / EMA200:  
  **330.40 / 335.24 / 349.34**


### 📝 Additional Context
1Y Return 4.54%, 6M Return -11.97%, Score 24.14",Balanced,5,OPEN,,,,,,,,
META_1765441238,META,LONG,Index Screener (Auto),2025-12-11T03:20:38.765761,635.55,646.08,611.24,751.67,"
📌 **AI-Enhanced Trade Idea — META**

### 🔍 Trend Assessment
**Weak / Downtrend**

### 🎯 Entry Zone (ATR-Adjusted Pullback)
- **$635.55 – $646.08**

### 🛑 Stop Loss (Risk Control)
- **$611.24**

### 🎯 Profit Target (7–45 days)
- **$751.67**
(Expected return: ~3.1%)

---

### 📊 Technical Summary
- ATR(14): **16.20**
- Support: **$589.15**
- Resistance: **$751.67**
- EMA20 / EMA50 / EMA200:  
  **645.50 / 666.04 / 697.97**


### 📝 Additional Context
1Y Return 3.08%, 6M Return -6.1%, Score 23.77",Balanced,5,OPEN,,,,,,,,
AMZN_1765441239,AMZN,LONG,Index Screener (Auto),2025-12-11T03:20:39.122459,227.1,230.48,219.29,254.0,"
📌 **AI-Enhanced Trade Idea — AMZN**

### 🔍 Trend Assessment
**Strong Uptrend**

### 🎯 Entry Zone (ATR-Adjusted Pullback)
- **$227.1 – $230.48**

### 🛑 Stop Loss (Risk Control)
- **$219.29**

### 🎯 Profit Target (7–45 days)
- **$254.0**
(Expected return: ~0.7%)

---

### 📊 Technical Summary
- ATR(14): **5.20**
- Support: **$217.14**
- Resistance: **$254.00**
- EMA20 / EMA50 / EMA200:  
  **230.59 / 229.83 / 223.45**


### 📝 Additional Context
1Y Return 0.66%, 6M Return 8.69%, Score 16.86",Balanced,5,OPEN,,,,,,,,
PG_1765441239,PG,LONG,Index Screener (Auto),2025-12-11T03:20:39.577325,138.34,139.13,134.21,150.92,"
📌 **AI-Enhanced Trade Idea — PG**

### 🔍 Trend Assessment
**Weak / Downtrend**

### 🎯 Entry Zone (ATR-Adjusted Pullback)
- **$138.34 – $139.13**

### 🛑 Stop Loss (Risk Control)
- **$134.21**

### 🎯 Profit Target (7–45 days)
- **$150.92**
(Expected return: ~-15.9%)

---

### 📊 Technical Summary
- ATR(14): **2.76**
- Support: **$138.34**
- Resistance: **$150.92**
- EMA20 / EMA50 / EMA200:  
  **145.14 / 147.88 / 153.58**


### 📝 Additional Context
1Y Return -15.89%, 6M Return -13.13%, Score 16.03",Balanced,5,OPEN,,,,,,,,
BRK-B_1765441239,BRK-B,LONG,Index Screener (Auto),2025-12-11T03:20:39.949398,484.1,488.67,473.56,521.28,"
📌 **AI-Enhanced Trade Idea — BRK-B**

### 🔍 Trend Assessment
**Weak / Downtrend**

### 🎯 Entry Zone (ATR-Adjusted Pullback)
- **$484.1 – $488.67**

### 🛑 Stop Loss (Risk Control)
- **$473.56**

### 🎯 Profit Target (7–45 days)
- **$521.28**
(Expected return: ~6.3%)

---

### 📊 Technical Summary
- ATR(14): **7.03**
- Support: **$475.68**
- Resistance: **$513.81**
- EMA20 / EMA50 / EMA200:  
  **500.60 / 497.63 / 491.00**


### 📝 Additional Context
1Y Return 6.29%, 6M Return 0.02%, Score 14.58",Balanced,5,OPEN,,,,,,,,
